(A) Last 3-Day Direction,(P) Triple Crossover,(P) Short Crossover,(P) Trend Longer Than 1 Day,(P) Down-Up Reversal Status,(P) Up-Down Reversal Status,"(P) Reversal Lasted Only 
1-Day","(A) Close From 
Open",(A) Open to Closed Switch,(P) Low < Long Predict,(P) Low < T.Cross Short,(P) Low < T.Cross Long,(P) Medium Crossover,(P) Long Crossover,(P) Short Diff. Direction,(P) Med Diff. Direction,(P) Long Diff. Direction,(P) Med to Short Diff Switch,"(P) Long Diff. Minus 
Med Diff.",(A) High > Short Actual,(P) Neural Index,(A) 2 Day Swing,"(A) 2 Day
Travel",(A) Most Recent Extreme,VIX Factor,"FFT 
Outcome","Akkio
Outcome","Probability 
Outcome is 
No Trade","Probability 
Outcome is 
Won","(P) Long Diff. Minus 
Med Diff. contains outlier",(A) 2 Day Swing contains outlier,"(A) 2 Day
Travel contains outlier",(A) Most Recent Extreme contains outlier,VIX Factor contains outlier,Akkio__Outcome,Probability Outcome is No Trade,Probability Outcome is Won,Probability Outcome is Lost,Probability Outcome is Folded
Flat,Up,Down,No,Just Entered Down Trend,Currently in Down Trend,FALSE,Lower,Down,FALSE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,64.121098,TRUE,down,0.013596327,0.003653107,0.055060556,0.797727273,Won,Won,0.20867732167243958,0.5278992652893066,1,,,,,Won,0.20867732167243958,0.5278992652893066,0.20641706883907318,0.057006311
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Up,Down,Up,Stable,31.090823,TRUE,up,0.022597729,0.007340803,-0.035095998,0.945909091,Won,Won,0.20384491980075836,0.43668514490127563,,,,,,Won,0.20384491980075836,0.43668514490127563,0.18390321731567383,0.17556670308113098
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,FALSE,TRUE,Up,Up,Up,Up,Up,Stable,-16.8017577,TRUE,up,0.051184728,0.021935484,-0.043134488,1.452380952,Lost,Won,0.20161226391792297,0.5260908603668213,,,1,,,Won,0.20161226391792297,0.5260908603668213,0.17850498855113983,0.093791895
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,TRUE,FALSE,Up,Up,Down,Down,Up,Stable,-9.779785,TRUE,up,0.0176365,0.000271223,-0.035095998,0.736956522,Folded,Won,0.19468563795089722,0.45713210105895996,,,,,,Won,0.19468563795089722,0.45713210105895996,0.18156032264232635,0.16662195324897766
Flat,Ambig,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,FALSE,Up,Up,Up,Down,Up,Stable,35.657227,TRUE,up,0.026050313,0.000126884,-0.035095998,0.858181818,Won,Won,0.19188866019248962,0.48524701595306396,,,,,,Won,0.19188866019248962,0.48524701595306396,0.14766758680343628,0.17519667744636536
Flat,Up,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,24.310791,FALSE,down,0.022013343,0.005888607,-0.035095998,1.023636364,Folded,Won,0.1910056471824646,0.3843570053577423,,,,,,Won,0.1910056471824646,0.3843570053577423,0.29043322801589966,0.13420407474040985
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,TRUE,FALSE,Up,Up,Down,Down,Up,Stable,-7.294918,TRUE,down,0.024746705,0.003579283,-0.035095998,1.122380952,Won,Won,0.18089176714420319,0.4979947507381439,,,,,,Won,0.18089176714420319,0.4979947507381439,0.2271437644958496,0.093969725
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,TRUE,FALSE,Up,Up,Up,Up,Up,Stable,-20.7138674,TRUE,up,0.021110336,0.001322373,-0.035095998,0.836363636,No Trade,Won,0.16997027397155762,0.501204789,,,,,,Won,0.16997027397155762,0.501204789,0.20007650554180145,0.12874852120876312
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,TRUE,FALSE,Up,Up,Down,Down,Up,Stable,11.546387,TRUE,down,0.012283129,0.001045824,-0.035095998,0.808181818,Lost,Won,0.16726566851139069,0.4782595932483673,,,,,,Won,0.16726566851139069,0.4782595932483673,0.24297988414764404,0.11149489879608154
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,TRUE,FALSE,Up,Up,Up,Up,Up,Stable,-12.556885,TRUE,up,0.02145676,0.001343079,-0.035095998,0.989545455,No Trade,Won,0.16646312177181244,0.4932154715061188,,,,,,Won,0.16646312177181244,0.4932154715061188,0.2042464315891266,0.1360749751329422
Flat,Up,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,FALSE,Up,Up,Up,Down,Down,Stable,28.263183,TRUE,up,0.017077799,0.004181243,-0.035095998,0.795454545,Won,Won,0.15879468619823456,0.5109085440635681,,,,,,Won,0.15879468619823456,0.5109085440635681,0.2417965978384018,0.088500135
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,TRUE,FALSE,Up,Up,Up,Down,Down,Down,7.0551757,TRUE,down,0.005950637,7.88857E-05,-0.035095998,0.73,Won,Won,0.13478903472423553,0.5547818541526794,,1,,,,Won,0.13478903472423553,0.5547818541526794,0.14397825300693512,0.16645082831382751
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,TRUE,FALSE,Up,Up,Up,Down,Up,Stable,8.66113,TRUE,up,0.021766114,0.004601566,-0.035095998,0.985,Won,Won,0.1334555745124817,0.46552708745002747,,,,,,Won,0.1334555745124817,0.46552708745002747,0.2187667191028595,0.18225060403347015
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,TRUE,FALSE,Up,Up,Up,Up,Up,Stable,5.4729,TRUE,up,0.01322691,8.50678E-05,-0.058900975,1.243809524,Won,Won,0.13304851949214935,0.4510727822780609,,,,,,Won,0.13304851949214935,0.4510727822780609,0.2135453075170517,0.20233336091041565
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,TRUE,FALSE,Up,Up,Up,Up,Up,Stable,8.177246,TRUE,up,0.022418353,0.000473138,-0.058900975,1.158095238,Won,Won,0.12519489228725433,0.4556957185268402,,,,,,Won,0.12519489228725433,0.4556957185268402,0.2263478934764862,0.19276154041290283
Flat,Up,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,TRUE,Up,Up,Up,Down,Down,Stable,-2.0014648,TRUE,down,0.018135377,0.002078581,-0.035095998,0.880909091,Won,Won,0.11858527362346649,0.5578790307044983,,,,,,Won,0.11858527362346649,0.5578790307044983,0.22758425772190094,0.095951475
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Up,FALSE,TRUE,FALSE,Up,Up,Up,Down,Up,Stable,39.802731,TRUE,up,0.020880567,0.002803269,-0.035095998,1.1,Won,Won,0.11462840437889099,0.429068923,,,,,,Won,0.11462840437889099,0.429068923,0.23985415697097778,0.2164485901594162
Flat,Up,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,TRUE,Up,Up,Up,Down,Up,Stable,8.721191,TRUE,up,0.030796578,0.002266947,-0.035095998,0.974545455,Won,Won,0.11450496315956116,0.6141796708106995,,,,,,Won,0.114504963,0.614179671,0.173740193,0.097575173
Down,Ambig,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Stable,TRUE,TRUE,TRUE,Down,Up,Up,Up,Down,Stable,6.375489,FALSE,up,0.018629551,0.001665724,0.040724869,0.548148148,Won,No Trade,0.76298511,0.17421087622642517,,,,,,No Trade,0.76298511,0.17421087622642517,0.028863937,0.033940114080905914
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,FALSE,FALSE,Up,Up,Down,Up,Up,Up,2.902832,TRUE,up,0.019847931,0.006231058,0.055060556,0.843181818,No Trade,No Trade,0.728160024,0.15768630802631378,,,,,,No Trade,0.728160024,0.15768630802631378,0.081636891,0.032516855746507645
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Down,Up,Up,Up,-58.8559571,TRUE,up,0.019889978,0.008982255,0.055060556,0.703913043,No Trade,No Trade,0.713284969,0.19393955171108246,,,,,,No Trade,0.713284969,0.19393955171108246,0.075710095,0.017065333
Down,Ambig,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Lower,Stable,TRUE,TRUE,TRUE,Down,Down,Up,Down,Down,Down,21.76685,FALSE,down,0.019240996,0.006065089,0.055060556,0.856363636,No Trade,No Trade,0.633868933,0.2704000473022461,,,,,,No Trade,0.633868933,0.2704000473022461,0.051584266,0.044146835803985596
Flat,Up,Up,Yes,Currently in Up Trend,Reversal Coming,FALSE,Lower,Stable,TRUE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,7.85962,TRUE,down,0.0084176,0.001185474,0.040724869,0.473333333,No Trade,No Trade,0.608314037,0.16004407405853271,,,,,,No Trade,0.608314037,0.16004407405853271,0.15933866798877716,0.072303243
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,FALSE,FALSE,Up,Up,Up,Up,Up,Stable,-57.936035,TRUE,up,0.023431417,0.011047886,0.055060556,0.552222222,No Trade,No Trade,0.599502444,0.2895349860191345,,,,,,No Trade,0.599502444,0.2895349860191345,0.079593591,0.031368975
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Down,Up,Up,Up,8.831543,TRUE,down,0.011542842,0.001127667,0.055060556,0.481481481,No Trade,No Trade,0.542184055,0.22358858585357666,,,,,,No Trade,0.542184055,0.22358858585357666,0.1926090121269226,0.041618332266807556
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,FALSE,FALSE,Up,Up,Up,Up,Up,Stable,-23.88916,TRUE,up,0.015192868,0.007068564,0.040724869,0.554074074,No Trade,No Trade,0.541888952,0.30149394273757935,,,,,,No Trade,0.541888952,0.30149394273757935,0.10322052985429764,0.053396542
Flat,Ambig,Down,No,Just Entered Down Trend,Currently in Down Trend,FALSE,Lower,Down,TRUE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,30.873047,TRUE,down,0.013814997,0.003394014,0.055060556,0.533703704,No Trade,No Trade,0.532105029,0.35503968596458435,,,,,,No Trade,0.532105029,0.35503968596458435,0.067934275,0.044920966029167175
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Up,Up,Up,Stable,0.328613,TRUE,up,0.013258897,0.000843718,0.055060556,0.467777778,No Trade,No Trade,0.457614928,0.3533902168273926,,,,,,No Trade,0.457614928,0.3533902168273926,0.1430038958787918,0.045990888
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,FALSE,FALSE,Up,Up,Down,Down,Up,Stable,14.369628,TRUE,up,0.013719076,0.003543147,0.055060556,0.492962963,No Trade,No Trade,0.455106258,0.4010999798774719,,,,,,No Trade,0.455106258,0.4010999798774719,0.1030169203877449,0.040776782
Flat,Down,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,TRUE,Down,Down,Up,Up,Down,Stable,0.2351,TRUE,down,0.033711971,0.007387116,0.040724869,0.816818182,Lost,No Trade,0.450723797,0.38238295912742615,,,,,,No Trade,0.450723797,0.38238295912742615,0.15322409570217133,0.013669123873114586
Up,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Higher,Stable,FALSE,TRUE,FALSE,Up,Up,Down,Up,Up,Up,12.556153,TRUE,up,0.027856345,0.007225803,-0.032506596,0.906818182,No Trade,No Trade,0.422500342,0.2677518129348755,,,,,,No Trade,0.422500342,0.2677518129348755,0.2091323882341385,0.10061545670032501
Flat,Up,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Lower,Stable,FALSE,FALSE,FALSE,Up,Up,Up,Up,Down,Stable,9.9658206,TRUE,up,0.016716824,0.000417524,0.055060556,0.530740741,No Trade,Won,0.364861399,0.41195282340049744,,,,,,Won,0.364861399,0.41195282340049744,0.19085367023944855,0.032332025
Flat,Down,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Higher,Up,TRUE,TRUE,TRUE,Down,Down,Up,Down,Down,Stable,-12.8633,FALSE,down,0.061877551,0.018879049,-0.036874636,1.54,Won,Won,0.349438339,0.38535887002944946,,,,,,Won,0.349438339,0.38535887002944946,0.21288546919822693,0.052317339926958084
Down,Up,Down,Yes,Reversal Coming,Currently in Down Trend,FALSE,Lower,Stable,TRUE,TRUE,FALSE,Up,Up,Down,Down,Down,Stable,20.976318,FALSE,down,0.0254884,0.008925239,-0.058900975,1.23047619,Folded,Won,0.275168777,0.33517855405807495,,,,,,Won,0.275168777,0.33517855405807495,0.23193633556365967,0.15771634876728058
Flat,Up,Up,Yes,Currently in Up Trend,Up Trend Continues,FALSE,Lower,Down,FALSE,FALSE,FALSE,Up,Up,Down,Up,Up,Stable,-7.387207,TRUE,down,0.007545495,0.001456265,-0.035095998,0.696521739,Won,Won,0.259998083,0.44395774602890015,,,,,,Won,0.259998083,0.44395774602890015,0.1890072375535965,0.10703696310520172
